NUMERO_POLICE,CODE_SOUS_BRANCHE,NUM_AVNT_COURS,DATE_EFFET,DATE_EXPIRATION,TYPE,WILAYA_CODE,WILAYA_NAME,COMMUNE_CODE,COMMUNE_NAME,CAPITAL_ASSURE,PRIME_NETTE,ZONE_RPA
42304003230139,3302,0,2023-03-16,2024-03-15,Commercial,42,TIPAZA,1417,TIPAZA,4000000.0,2500.0,III
28302003230067,3302,0,2023-05-15,2024-05-14,Commercial,28,M SILA,952,HAMMAM DHALAA,3000000.0,2500.0,I
43301003230002,3302,0,2023-01-03,2024-01-02,Commercial,43,MILA,877,CHELGHOUM LAID,3000000.0,2500.0,IIb
21201003230006,3302,0,2023-03-01,2024-02-29,Commercial,21,SKIKDA,1277,SKIKDA,2100000.0,2500.0,IIb
16332003230452,3302,0,2023-12-20,2024-12-19,Commercial,16,ALGER,344,BOUFARIK,10000000.0,5000.0,III
2301003230099,3302,0,2023-10-20,2024-10-19,Commercial,2,CHLEF,506,TAOUGRITE,1000000.0,2500.0,III
15203003230052,3302,0,2023-03-27,2024-03-26,Commercial,15,TIZI OUZOU,1494,SIDI NAAMANE TIZI OUZOU,1000000.0,2500.0,IIb
34301003230626,3302,0,2024-01-01,2024-12-31,Commercial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
16340003230134,3302,0,2023-04-24,2024-04-23,Commercial,16,ALGER,139,MOHAMMADIA ALGER,2500000.0,2500.0,III
16301003230277,3302,0,2023-06-15,2024-06-14,Commercial,16,ALGER,142,OULED CHEBEL,9900000.0,4950.0,III
16301003230117,3302,0,2023-02-19,2024-02-18,Commercial,16,ALGER,111,BIRTOUTA,7500000.0,3750.0,III
28302003230007,3302,0,2023-02-02,2024-02-01,Commercial,28,M SILA,952,HAMMAM DHALAA,2000000.0,2500.0,I
25308003230008,3302,0,2023-01-14,2024-01-13,Commercial,25,CONSTANTINE,513,CONSTANTINE,4200000.0,2500.0,IIb
42304003230086,3302,0,2023-02-13,2024-02-12,Commercial,42,TIPAZA,1402,GOURAYA,3000000.0,2500.0,III
44302003230168,3302,0,2023-10-19,2024-10-18,Commercial,44,AIN DEFLA,49,EL ATTAF,3000000.0,2500.0,III
26301003230244,3302,0,2023-10-31,2024-10-30,Commercial,26,MEDEA,838,MEDEA,1000000.0,2500.0,IIb
9215003230106,3302,0,2023-07-27,2024-07-26,Commercial,9,BLIDA,342,BLIDA,10000000.0,5000.0,III
6307003230042,3302,0,2023-03-01,2024-02-29,Commercial,6,BEJAIA,260,BEJAIA,2000000.0,2500.0,IIb
42304003230405,3302,0,2023-09-25,2024-09-24,Commercial,42,TIPAZA,1412,NADOR,3000000.0,2500.0,III
16319003230189,3302,0,2024-01-02,2025-01-01,Commercial,16,ALGER,118,CHERAGA ALGER,1000000.0,2500.0,III
14301003230121,3302,1,2023-05-14,2024-05-13,Commercial,31,ORAN,1019,ORAN,13000000.0,0.0,IIb
44301003230091,3302,0,2023-11-06,2024-11-05,Commercial,44,AIN DEFLA,34,AIN-DEFLA,3000000.0,2500.0,III
26301013230122,3302,0,2023-05-22,2024-05-21,Commercial,26,MEDEA,838,MEDEA,1000000.0,2500.0,IIb
42304003230212,3302,0,2023-05-07,2024-05-06,Commercial,42,TIPAZA,1417,TIPAZA,3000000.0,2500.0,III
16335003240001,3302,0,2024-01-05,2025-01-04,Commercial,16,ALGER,139,MOHAMMADIA ALGER,2000000.0,2500.0,III
31310003230243,3302,0,2023-06-15,2024-06-14,Commercial,Unknown,,1003,BIR EL DJIR,1000000.0,2500.0,Unknown
15305013230100,3302,0,2023-05-17,2024-05-16,Commercial,15,TIZI OUZOU,1472,FREHA,3000000.0,2500.0,IIb
16317003230189,3302,0,2023-11-05,2024-11-04,Commercial,16,ALGER,105,BARAKI,3000000.0,2500.0,III
27303003230060,3302,0,2023-05-01,2024-04-30,Commercial,27,MOSTAGANEM,912,HASSI MAAMECHE,1500000.0,2500.0,IIb
16336003230054,3302,0,2023-03-20,2024-03-19,Commercial,16,ALGER,154,ZERALDA,1000000.0,2500.0,III
12201003230063,3302,0,2023-05-31,2024-05-30,Commercial,12,TEBESSA,1318,AIN ZERGA,1000000.0,2500.0,IIa
44302003230115,3302,0,2023-07-12,2024-07-11,Commercial,44,AIN DEFLA,49,EL ATTAF,2500000.0,2500.0,III
31203003230141,3302,0,2023-05-30,2024-05-29,Commercial,31,ORAN,1019,ORAN,1000000.0,2500.0,IIb
15210003230073,3302,0,2023-01-19,2024-01-18,Commercial,15,TIZI OUZOU,1471,DRAA EL MIZAN,1580000.0,2500.0,IIb
16301003230029,3302,0,2023-01-09,2024-01-08,Commercial,16,ALGER,135,KHRAISSIA,6000000.0,-3000.0,III
16301003230029,3302,0,2023-01-09,2024-01-08,Commercial,16,ALGER,135,KHRAISSIA,6000000.0,3000.0,III
16328003230079,3302,0,2023-08-08,2024-08-07,Commercial,35,BOUMERDES,461,LARBATACHE,1050000000.0,493500.0,III
19304003230212,3302,0,2023-10-16,2024-10-15,Commercial,19,SETIF,1162,GUELTA ZERGA,1000000.0,2500.0,IIb
43301003230112,3302,0,2023-07-18,2024-07-17,Commercial,43,MILA,877,CHELGHOUM LAID,3000000.0,2500.0,IIb
19304003230056,3302,0,2023-03-29,2024-03-28,Commercial,19,SETIF,1158,EL EULMA,2000000.0,2500.0,IIb
23302003230530,3302,0,2023-12-17,2024-12-16,Commercial,23,ANNABA,162,EL BOUNI,3000000.0,2500.0,IIb
6306003230051,3302,0,2023-03-06,2024-03-05,Commercial,6,BEJAIA,472,TIMEZRIT,1000000.0,2500.0,IIb
16350003230293,3302,0,2023-12-01,2024-11-30,Commercial,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,III
44305003230102,3302,0,2023-05-25,2024-05-24,Commercial,44,AIN DEFLA,34,AIN-DEFLA,3500000.0,2500.0,III
16332003230219,3302,0,2023-06-14,2024-06-13,Commercial,16,ALGER,347,CHEBLI,7000000.0,3500.0,III
16330023240002,3302,0,2024-01-09,2025-01-08,Commercial,16,ALGER,149,SIDI MHAMED ALGER,1000000.0,2500.0,III
19304003230210,3302,0,2023-10-16,2024-10-15,Commercial,19,SETIF,1158,EL EULMA,1000000.0,2500.0,IIb
35302013230063,3302,0,2023-05-31,2024-05-30,Commercial,35,BOUMERDES,454,DELLYS,1000000.0,2500.0,III
16330013230206,3302,0,2023-05-10,2024-05-09,Commercial,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,III
43301003230031,3302,0,2023-02-19,2024-02-18,Commercial,43,MILA,890,OULED KHELLOUF,3000000.0,2500.0,IIb
15305013230025,3302,0,2023-02-06,2024-02-05,Commercial,15,TIZI OUZOU,1472,FREHA,3690000.0,2500.0,IIb
27303003230027,3302,0,2023-02-28,2024-02-27,Commercial,31,ORAN,1003,BIR EL DJIR,5500000.0,2500.0,IIb
16350003230062,3302,0,2023-03-01,2024-02-29,Commercial,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,III
25216003230113,3302,0,2023-10-10,2024-10-09,Commercial,25,CONSTANTINE,513,CONSTANTINE,1000000.0,2500.0,IIb
35205003230057,3302,0,2023-02-19,2024-02-18,Commercial,35,BOUMERDES,465,OULED MOUSSA,4100000.0,2500.0,III
26301013230384,3302,0,2023-12-08,2024-12-07,Commercial,26,MEDEA,813,BERROUAGHIA,1565500.0,-2500.0,IIb
26301013230384,3302,0,2023-12-08,2024-12-07,Commercial,26,MEDEA,813,BERROUAGHIA,1565500.0,2500.0,IIb
10302003230032,3302,0,2023-01-20,2024-01-19,Commercial,10,BOUIRA,410,BOUIRA,1000000.0,2500.0,IIb
16301003230450,3302,0,2023-11-01,2024-10-31,Commercial,16,ALGER,142,OULED CHEBEL,10000000.0,5000.0,III
26301013230010,3302,0,2023-01-11,2024-01-10,Commercial,26,MEDEA,864,TABLAT,1000000.0,2500.0,IIb
21201003230087,3302,0,2023-09-06,2024-09-05,Commercial,21,SKIKDA,1277,SKIKDA,4000000.0,2500.0,IIb
43301003230078,3302,0,2023-05-28,2024-05-27,Commercial,43,MILA,894,TADJENANET,2000000.0,2500.0,IIb
16323003230059,3302,0,2023-02-27,2024-02-26,Commercial,16,ALGER,111,BIRTOUTA,3500000.0,2500.0,III
16308033230015,3302,0,2023-01-16,2024-01-15,Commercial,16,ALGER,102,BABA HASSEN,1000000.0,2500.0,III
42304003230134,3302,0,2023-03-13,2024-03-12,Commercial,42,TIPAZA,1398,CHERCHEL,4000000.0,2500.0,III
16350003230203,3302,0,2023-08-01,2024-07-31,Commercial,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,III
16311003240004,3302,0,2024-01-03,2025-01-02,Commercial,16,ALGER,137,LES EUCALYPTUS,2000000.0,2500.0,III
6307003230178,3302,0,2023-10-26,2024-10-25,Commercial,6,BEJAIA,260,BEJAIA,1000000.0,-2500.0,IIb
6307003230178,3302,0,2023-10-26,2024-10-25,Commercial,6,BEJAIA,260,BEJAIA,1000000.0,2500.0,IIb
16328003240001,3302,0,2024-01-08,2025-01-07,Commercial,16,ALGER,133,HUSSEIN DEY,6500000.0,3250.0,III
42304003230103,3302,0,2023-03-01,2024-02-29,Commercial,42,TIPAZA,1417,TIPAZA,3000000.0,2500.0,III
23302003230415,3302,0,2023-09-17,2024-09-16,Commercial,23,ANNABA,156,ANNABA,3000000.0,2500.0,IIb
16301003230502,3302,0,2023-11-20,2024-11-19,Commercial,16,ALGER,111,BIRTOUTA,6700000.0,3350.0,III
16336003230064,3302,0,2023-04-05,2024-04-04,Commercial,16,ALGER,154,ZERALDA,1000000.0,2500.0,III
10302003230157,3302,0,2023-05-23,2024-05-22,Commercial,10,BOUIRA,430,MCHEDALLAH,1000000.0,2500.0,IIb
25307003230002,3302,0,2023-01-03,2024-01-02,Commercial,25,CONSTANTINE,514,DIDOUCHE MOURAD,2000000.0,2500.0,IIb
25308003230099,3302,0,2023-07-09,2024-07-08,Commercial,25,CONSTANTINE,513,CONSTANTINE,2000000.0,2500.0,IIb
16331023230188,3302,0,2023-10-19,2024-10-18,Commercial,35,BOUMERDES,457,HAMMEDI,6039000.0,2838.33,III
44305003230080,3302,0,2023-04-26,2024-04-25,Commercial,44,AIN DEFLA,43,BOURACHED,4000000.0,2500.0,III
16330023230020,3302,0,2023-02-15,2024-02-14,Commercial,16,ALGER,99,ALGER,1000000.0,2500.0,III
43301003230135,3302,0,2023-08-28,2024-08-27,Commercial,43,MILA,877,CHELGHOUM LAID,3000000.0,2500.0,IIb
9215003230082,3302,0,2023-06-05,2024-06-04,Commercial,9,BLIDA,342,BLIDA,12000000.0,9960.0,III
23302003230248,3302,0,2023-06-11,2024-06-10,Commercial,23,ANNABA,156,ANNABA,3000000.0,2500.0,IIb
16311003230137,3302,0,2023-04-25,2024-04-24,Commercial,16,ALGER,137,LES EUCALYPTUS,9000000.0,2500.0,III
16335003230004,3302,0,2023-01-04,2024-01-03,Commercial,16,ALGER,126,EL HARRACH,2000000.0,2500.0,III
16308033230251,3302,0,2023-10-26,2024-10-25,Commercial,16,ALGER,102,BABA HASSEN,6000000.0,3000.0,III
19304003230039,3302,0,2023-02-26,2024-02-25,Commercial,19,SETIF,1162,GUELTA ZERGA,1000000.0,2500.0,IIb
44301003230089,3302,0,2023-11-01,2024-10-31,Commercial,44,AIN DEFLA,34,AIN-DEFLA,3000000.0,2500.0,III
43301003230194,3302,0,2023-12-05,2024-12-04,Commercial,43,MILA,877,CHELGHOUM LAID,3000000.0,2500.0,IIb
16332003230073,3302,0,2023-02-10,2024-02-09,Commercial,16,ALGER,109,BIR KHADEM,4000000.0,2500.0,III
28303003230112,3302,0,2023-06-14,2024-06-13,Commercial,28,M SILA,972,SIDI AISSA,20000000.0,8000.0,I
25310003230132,3302,0,2023-11-01,2024-10-31,Commercial,25,CONSTANTINE,516,HAMMA BOUZIANE,2000000.0,2500.0,IIb
34301003230175,3302,0,2023-05-07,2024-05-06,Commercial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
44305003230180,3302,0,2023-10-30,2024-10-29,Commercial,44,AIN DEFLA,59,ROUINA,2200000.0,2500.0,III
34301003230187,3302,0,2023-05-18,2024-05-17,Commercial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
31310003230318,3302,0,2023-08-17,2024-08-16,Commercial,31,ORAN,1019,ORAN,1000000.0,2500.0,IIb
6308003230071,3302,0,2023-09-04,2024-09-03,Commercial,6,BEJAIA,290,SOUK EL THENINE,3500000.0,2500.0,IIb
16301003230443,3302,0,2023-10-08,2024-10-07,Commercial,16,ALGER,111,BIRTOUTA,9000000.0,4500.0,III
25305003240004,3302,0,2024-01-15,2025-01-14,Commercial,25,CONSTANTINE,516,HAMMA BOUZIANE,1000000.0,2500.0,IIb
42304003230296,3302,0,2023-06-21,2024-06-20,Commercial,42,TIPAZA,1402,GOURAYA,3000000.0,2500.0,III
26301003230265,3302,0,2023-12-01,2024-11-30,Commercial,26,MEDEA,838,MEDEA,3500000.0,2500.0,IIb
16319003230051,3302,0,2023-03-15,2024-03-14,Commercial,16,ALGER,143,OULED FAYET,3000000.0,2500.0,III
21201003230075,3302,0,2023-07-16,2024-07-15,Commercial,21,SKIKDA,1277,SKIKDA,1600000.0,2500.0,IIb
16340003230052,3302,0,2023-02-05,2024-02-04,Commercial,16,ALGER,139,MOHAMMADIA ALGER,5000000.0,2500.0,III
16301003230565,3302,0,2023-12-25,2024-12-24,Commercial,16,ALGER,111,BIRTOUTA,5400000.0,2700.0,III
16317003230140,3302,0,2023-08-13,2024-08-12,Commercial,16,ALGER,105,BARAKI,2000000.0,2500.0,III
6309003240009,3302,0,2024-01-18,2025-01-17,Commercial,6,BEJAIA,297,TAZMALT,1000000.0,2500.0,IIb
9306003230039,3302,0,2023-02-03,2024-02-02,Commercial,16,ALGER,137,LES EUCALYPTUS,1000000.0,2500.0,III
19212003230056,3302,0,2023-07-23,2024-07-22,Commercial,19,SETIF,1148,BENI OUARTILANE,1500000.0,2500.0,IIb
16331003230003,3302,0,2023-01-02,2024-01-01,Commercial,16,ALGER,119,DAR EL BEIDA,12000000.0,6000.0,III
14301003230245,3302,0,2023-09-18,2024-09-17,Commercial,14,TIARET,1384,TIARET,7864070.0,3145.63,IIa
16331023230111,3302,0,2023-06-14,2024-06-13,Commercial,35,BOUMERDES,461,LARBATACHE,3500000.0,2500.0,III
25307003230084,3302,0,2023-09-05,2024-09-04,Commercial,25,CONSTANTINE,514,DIDOUCHE MOURAD,2000000.0,2500.0,IIb
16311003230014,3302,0,2023-02-01,2024-01-31,Commercial,16,ALGER,99,ALGER,1500000.0,2500.0,III
26301013230215,3302,0,2023-08-08,2024-08-07,Commercial,26,MEDEA,813,BERROUAGHIA,31500000.0,13545.0,IIb
28303003230227,3302,0,2023-11-30,2024-11-29,Commercial,16,ALGER,119,DAR EL BEIDA,2000000.0,2500.0,III
16311003230279,3302,0,2023-08-08,2024-08-07,Commercial,16,ALGER,137,LES EUCALYPTUS,3000000.0,2500.0,III
14301003230139,3302,0,2023-05-27,2024-05-26,Commercial,14,TIARET,1359,HAMADIA,1500000.0,2500.0,IIa
26301003230130,3302,0,2023-05-30,2024-05-29,Commercial,26,MEDEA,838,MEDEA,3000000.0,2500.0,IIb
23302003230095,3302,0,2023-03-15,2024-03-14,Commercial,23,ANNABA,162,EL BOUNI,1000000.0,2500.0,IIb
25309003230209,3302,0,2023-10-19,2024-10-18,Commercial,25,CONSTANTINE,513,CONSTANTINE,2000000.0,2500.0,IIb
16301003230181,3302,0,2023-03-20,2024-03-19,Commercial,16,ALGER,111,BIRTOUTA,7500000.0,3750.0,III
26301013240001,3302,0,2024-01-04,2025-01-03,Commercial,26,MEDEA,813,BERROUAGHIA,1000000.0,2500.0,IIb
6309003230024,3302,0,2023-02-02,2024-02-01,Commercial,6,BEJAIA,297,TAZMALT,2000000.0,2500.0,IIb
16301003240020,3302,0,2024-01-07,2025-01-06,Commercial,16,ALGER,111,BIRTOUTA,5400000.0,2700.0,III
25306023230089,3302,0,2023-11-20,2024-11-19,Commercial,25,CONSTANTINE,515,EL KHROUB,2000000.0,2500.0,IIb
6308003230061,3302,0,2023-07-10,2024-07-09,Commercial,6,BEJAIA,290,SOUK EL THENINE,3500000.0,2500.0,IIb
25210003230117,3302,0,2023-11-08,2024-11-07,Commercial,25,CONSTANTINE,509,AIN ABID,5000000.0,2500.0,IIb
42304003230476,3302,0,2023-11-11,2024-11-10,Commercial,9,BLIDA,342,BLIDA,3000000.0,2500.0,III
21201003230098,3302,0,2023-10-16,2024-10-15,Commercial,21,SKIKDA,1277,SKIKDA,1800000.0,2500.0,IIb
23304003230066,3302,0,2023-04-25,2024-04-24,Commercial,23,ANNABA,162,EL BOUNI,2000000.0,2500.0,IIb
16319003230222,3302,0,2024-01-05,2025-01-04,Commercial,16,ALGER,143,OULED FAYET,6000000.0,3000.0,III
16350003230245,3302,0,2023-09-03,2024-09-02,Commercial,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,III
44301003240005,3302,0,2024-01-21,2025-01-20,Commercial,44,AIN DEFLA,34,AIN-DEFLA,1000000.0,2500.0,III
31310003230441,3302,0,2023-11-20,2024-11-19,Commercial,31,ORAN,1019,ORAN,1000000.0,2500.0,IIb
2301003230009,3302,0,2023-01-17,2024-01-16,Commercial,2,CHLEF,480,BOUKADIR,3000000.0,2500.0,III
16301003230016,3302,0,2023-01-04,2024-01-03,Commercial,16,ALGER,122,DOUERA,10000000.0,5000.0,III
6306003230144,3302,0,2023-08-29,2024-08-28,Commercial,6,BEJAIA,274,EL KSEUR,1000000.0,2500.0,IIb
34301003230159,3302,0,2023-04-23,2024-04-22,Commercial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
19313003230031,3302,0,2023-01-31,2024-01-30,Commercial,19,SETIF,1182,SETIF,4000000.0,2500.0,IIb
7201003230002,3302,0,2023-01-11,2024-01-10,Commercial,7,BISKRA,308,BISKRA,1000000.0,-2500.0,IIa
7201003230002,3302,0,2023-01-11,2024-01-10,Commercial,7,BISKRA,308,BISKRA,1000000.0,2500.0,IIa
14301003230313,3302,0,2023-11-07,2024-11-06,Commercial,14,TIARET,1384,TIARET,1100000.0,2500.0,IIa
16311003240028,3302,0,2024-01-22,2025-01-21,Commercial,16,ALGER,150,SIDI MOUSSA,2500000.0,2500.0,III
16331003240023,3302,0,2024-01-15,2025-01-14,Commercial,16,ALGER,119,DAR EL BEIDA,9000000.0,4500.0,III
23302083230002,3302,0,2023-03-13,2024-03-12,Commercial,21,SKIKDA,1249,BEN AZZOUZ,2500000.0,2500.0,IIb
14301003230206,3302,0,2023-08-13,2024-08-12,Commercial,14,TIARET,1367,MELLAKOU,1000000.0,2500.0,IIa
16308003240002,3302,0,2024-01-07,2025-01-06,Commercial,16,ALGER,122,DOUERA,8000000.0,4000.0,III
16311003240008,3302,0,2024-01-18,2025-01-17,Commercial,16,ALGER,137,LES EUCALYPTUS,2000000.0,2500.0,III
16317003230109,3302,0,2023-07-03,2024-07-02,Commercial,16,ALGER,105,BARAKI,2000000.0,2500.0,III
25216003240007,3302,0,2024-01-15,2025-01-14,Commercial,25,CONSTANTINE,510,AIN SMARA,3800000.0,2500.0,IIb
16317003230076,3302,0,2023-04-12,2024-04-11,Commercial,16,ALGER,105,BARAKI,3000000.0,2500.0,III
6306003230008,3302,0,2023-01-05,2024-01-04,Commercial,6,BEJAIA,274,EL KSEUR,1000000.0,2500.0,IIb
2301003230093,3302,0,2023-09-26,2024-09-25,Commercial,2,CHLEF,480,BOUKADIR,1000000.0,2500.0,III
16332003230085,3302,0,2023-02-18,2024-02-17,Commercial,16,ALGER,109,BIR KHADEM,1000000.0,2500.0,III
42305003230587,3302,0,2023-09-20,2024-09-19,Commercial,42,TIPAZA,1415,SIDI RACHED,1100000.0,2500.0,III
16333003230235,3302,0,2023-09-25,2024-09-24,Commercial,16,ALGER,99,ALGER,1000000.0,2500.0,III
42304003230254,3302,0,2023-05-25,2024-05-24,Commercial,42,TIPAZA,1410,MESSELMOUN,3000000.0,2500.0,III
15304063230173,3302,0,2023-10-19,2024-10-18,Commercial,15,TIZI OUZOU,1497,TADMAIT,1000000.0,2500.0,IIb
23302003230189,3302,0,2023-05-09,2024-05-08,Commercial,23,ANNABA,162,EL BOUNI,1000000.0,2500.0,IIb
27303003230118,3302,0,2023-08-01,2024-07-31,Commercial,27,MOSTAGANEM,916,MESRA,6000000.0,2580.0,IIb
16308003230156,3302,0,2023-10-01,2024-09-30,Commercial,16,ALGER,122,DOUERA,5000000.0,4150.0,III
21201003230077,3302,0,2023-07-27,2024-07-26,Commercial,21,SKIKDA,1277,SKIKDA,1500000.0,2500.0,IIb
16311003230170,3302,0,2023-05-21,2024-05-20,Commercial,16,ALGER,137,LES EUCALYPTUS,1000000.0,2500.0,III
16332003230012,3302,0,2023-01-05,2024-01-04,Commercial,16,ALGER,137,LES EUCALYPTUS,4000000.0,2500.0,III
42305003230791,3302,0,2023-12-26,2024-12-25,Commercial,42,TIPAZA,167,SIDI AMER,2000000.0,2500.0,III
10302003230196,3302,0,2023-06-20,2024-06-19,Commercial,10,BOUIRA,410,BOUIRA,1000000.0,2500.0,IIb
16334003230124,3302,0,2023-06-01,2024-05-31,Commercial,16,ALGER,109,BIR KHADEM,1000000.0,2500.0,III
22202003230038,3302,0,2023-05-16,2024-05-15,Commercial,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1500000.0,2500.0,IIa
9215003230054,3302,0,2023-04-02,2024-04-01,Commercial,9,BLIDA,342,BLIDA,2000000.0,2500.0,III
6306003230226,3302,0,2024-01-01,2024-12-31,Commercial,6,BEJAIA,274,EL KSEUR,1000000.0,2500.0,IIb
44305003240014,3302,0,2024-01-15,2025-01-14,Commercial,44,AIN DEFLA,34,AIN-DEFLA,1000000.0,2500.0,III
42304003230264,3302,0,2023-05-31,2024-05-30,Commercial,42,TIPAZA,1417,TIPAZA,3000000.0,2500.0,III
15308003230457,3302,0,2023-10-02,2024-10-01,Commercial,15,TIZI OUZOU,1467,BOUDJIMA,1000000.0,2500.0,IIb
35303003230097,3302,0,2023-05-31,2024-05-30,Commercial,35,BOUMERDES,458,ISSER,1000000.0,2500.0,III
23302003240007,3302,0,2024-01-03,2025-01-02,Commercial,23,ANNABA,162,EL BOUNI,3000000.0,2500.0,IIb
39201003230046,3302,0,2023-05-10,2024-05-09,Commercial,30,OURGLA,1031,HASSI MESSAOUD,3100000.0,2500.0,0
16301003230422,3302,0,2023-09-24,2024-09-23,Commercial,16,ALGER,142,OULED CHEBEL,8700000.0,4350.0,III
16244003230024,3302,0,2023-02-01,2024-01-31,Commercial,16,ALGER,118,CHERAGA ALGER,1000000.0,2500.0,III
16332003230106,3302,0,2023-03-03,2024-03-02,Commercial,16,ALGER,109,BIR KHADEM,3000000.0,2500.0,III
31310003230255,3302,0,2023-06-22,2024-06-21,Commercial,31,ORAN,1003,BIR EL DJIR,1000000.0,2500.0,IIb
16314003230307,3302,0,2023-09-25,2024-09-24,Commercial,16,ALGER,130,EL MOURADIA,3000000.0,2500.0,III
19212003230007,3302,0,2023-01-16,2024-01-15,Commercial,19,SETIF,1148,BENI OUARTILANE,2000000.0,2500.0,IIb
16308003230094,3302,0,2023-05-21,2024-05-20,Commercial,16,ALGER,122,DOUERA,5300000.0,4399.0,III
31310003230202,3302,0,2023-05-16,2024-05-15,Commercial,31,ORAN,1003,BIR EL DJIR,1000000.0,2500.0,IIb
16311003230101,3302,0,2023-03-26,2024-03-25,Commercial,16,ALGER,137,LES EUCALYPTUS,3000000.0,2500.0,III
44301003230003,3302,0,2023-01-05,2024-01-04,Commercial,44,AIN DEFLA,34,AIN-DEFLA,2500000.0,2500.0,III
15305013230153,3302,0,2023-07-24,2024-07-23,Commercial,15,TIZI OUZOU,1505,YAKOUREN,3000000.0,2500.0,IIb
15305013230047,3302,0,2023-03-20,2024-03-19,Commercial,15,TIZI OUZOU,1472,FREHA,4000000.0,2500.0,IIb
43303013230097,3302,0,2023-08-13,2024-08-12,Commercial,4,OUM EL BOUAGHI,1050,AIN MLILA,5000000.0,2500.0,IIa
16335003230367,3302,0,2024-01-01,2024-12-31,Commercial,16,ALGER,119,DAR EL BEIDA,4000000.0,2500.0,III
25307003230009,3302,0,2023-01-16,2024-01-15,Commercial,25,CONSTANTINE,514,DIDOUCHE MOURAD,2000000.0,2500.0,IIb
23302003230133,3302,1,2023-03-28,2024-03-27,Commercial,36,EL TAREF,623,EL KALA,800000000.0,0.0,IIb
16340003230408,3302,0,2023-12-19,2024-12-18,Commercial,35,BOUMERDES,450,BOUMERDES,22000000.0,11000.0,III
16319003230074,3302,0,2023-05-17,2024-05-16,Commercial,16,ALGER,151,SOUIDANIA,2500000.0,2500.0,III
16301003230189,3302,0,2023-03-21,2024-03-20,Commercial,16,ALGER,135,KHRAISSIA,6000000.0,3000.0,III
6306003230197,3302,0,2023-11-08,2024-11-07,Commercial,6,BEJAIA,283,OUED GHIR,1000000.0,2500.0,IIb
21201003230023,3302,0,2023-03-06,2024-03-05,Commercial,21,SKIKDA,1277,SKIKDA,3500000.0,2500.0,IIb
16333003240005,3302,0,2024-02-12,2025-02-11,Commercial,16,ALGER,120,DELY BRAHIM,4000000.0,2500.0,III
43303003230125,3302,0,2023-07-13,2024-07-12,Commercial,43,MILA,897,TELAGHMA,6000000.0,2580.0,IIb
9306003230036,3302,0,2023-01-31,2024-01-30,Commercial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
16311003230043,3302,0,2023-02-01,2024-01-31,Commercial,16,ALGER,137,LES EUCALYPTUS,2000000.0,2500.0,III
15305013230221,3302,0,2023-11-14,2024-11-13,Commercial,15,TIZI OUZOU,1499,TIMIZART,3000000.0,2500.0,IIb
19313003230426,3302,0,2023-06-12,2024-06-11,Commercial,19,SETIF,1182,SETIF,5000000.0,2650.0,IIb
34303003230008,3302,0,2023-01-06,2024-01-05,Commercial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
26301013230147,3302,0,2023-06-06,2024-06-05,Commercial,26,MEDEA,813,BERROUAGHIA,4500000.0,2500.0,IIb
10302003230278,3302,0,2023-10-09,2024-10-08,Commercial,10,BOUIRA,410,BOUIRA,1000000.0,2500.0,IIb
6306003230188,3302,0,2023-11-01,2024-10-31,Commercial,6,BEJAIA,274,EL KSEUR,1000000.0,2500.0,IIb
16301003230290,3302,0,2023-06-08,2024-06-07,Commercial,16,ALGER,142,OULED CHEBEL,7500000.0,3750.0,III
6306003230108,3302,0,2023-06-19,2024-06-18,Commercial,6,BEJAIA,283,OUED GHIR,1000000.0,2500.0,IIb
25310003230025,3302,0,2023-02-25,2024-02-24,Commercial,25,CONSTANTINE,516,HAMMA BOUZIANE,1000000.0,2500.0,IIb
16301003230259,3302,0,2023-05-23,2024-05-22,Commercial,16,ALGER,142,OULED CHEBEL,9000000.0,4500.0,III
27303003230122,3302,0,2023-08-07,2024-08-06,Commercial,27,MOSTAGANEM,924,SAYADA,1000000.0,2500.0,IIb
23304003230041,3302,0,2023-04-03,2024-04-02,Commercial,23,ANNABA,156,ANNABA,3000000.0,2500.0,IIb
16317003230011,3302,0,2023-01-09,2024-01-08,Commercial,16,ALGER,105,BARAKI,2000000.0,2500.0,III
14301003230344,3302,1,2023-12-11,2024-12-10,Commercial,14,TIARET,1384,TIARET,8707840.0,0.0,IIa
21201003230039,3302,0,2023-04-16,2024-04-15,Commercial,21,SKIKDA,1277,SKIKDA,2000000.0,2500.0,IIb
